station,station_name,lon,lat,elev,variable,valid_months,start,end
710S005,INUKJUAK,-78.08,58.47,26,idf,384,1970-01-01,2021-12-31
7113534,KUUJJUAQ A,-68.42,58.1,39,idf,384,1970-01-01,2013-12-31
7117827,SCHEFFERVILLE,-66.8,54.8,517,idf,312,1965-01-01,2018-12-31
8100593,BOUCTOUCHE CDA CS,-64.77,46.43,35,idf,300,1982-01-01,2021-12-31
8100885,CHARLO AUTO,-66.33,47.99,42,idf,708,1959-01-01,2021-12-31
8100989,MIRAMICHI RCS,-65.47,47.01,33,idf,516,1964-01-01,2021-12-31
8101605,FREDERICTON CDA CS,-66.61,45.92,35,idf,636,1959-01-01,2021-12-31
8103201,MONCTON INTL A,-64.68,46.11,70,idf,804,1946-01-01,2016-12-31
8104480,ROYAL ROAD,-66.72,46.05,115,idf,312,1966-01-01,1992-12-31
8104800,SAINT JOHN,-66.08,45.28,30,idf,240,1924-01-01,1950-12-31
8104900,SAINT JOHN A,-65.89,45.32,108,idf,480,1958-01-01,2002-12-31
810I001,ST LEONARD CS,-67.83,47.16,245,idf,372,1985-01-01,2016-12-31
8202000,GREENWOOD A,-64.92,44.98,28,idf,528,1964-01-01,2016-12-31
8202200,HALIFAX,-63.57,44.65,31,idf,264,1941-01-01,1973-12-31
8202251,HALIFAX INTL A,-63.51,44.88,145,idf,264,1977-01-01,2017-12-31
8202502,INGONISH BEACH RCS,-60.41,46.66,10,idf,252,1983-01-01,2021-12-31
8202810,KENTVILLE CDA CS,-64.48,45.07,48,idf,528,1960-01-01,2021-12-31
8204708,SABLE ISLAND,-60.01,43.95,1,idf,672,1962-01-01,2021-12-31
8205092,SHEARWATER RCS,-63.51,44.63,24,idf,792,1955-01-01,2021-12-31
8205702,SYDNEY CS,-60.04,46.16,62,idf,696,1961-01-01,2020-12-31
8205990,TRURO,-63.27,45.37,39,idf,252,1958-01-01,2001-12-31
8206240,WESTERN HEAD,-64.66,43.99,10,idf,276,1970-01-01,2021-12-31
8206491,YARMOUTH RCS,-66.09,43.83,36,idf,552,1971-01-01,2020-12-31
8300301,CHARLOTTETOWN A,-63.12,46.29,48,idf,372,1967-01-01,2016-12-31
8300596,SUMMERSIDE,-63.84,46.44,12,idf,516,1964-01-01,2021-12-31
830P001,HARRINGTON CDA CS,-63.17,46.34,53,idf,264,2000-01-01,2021-12-31
8400801,BURGEO NL,-57.62,47.62,10,idf,444,1967-01-01,2021-12-31
8401259,COMFORT COVE,-54.88,49.27,99,idf,324,1967-01-01,1995-12-31
8401400,DANIELS HARBOUR,-57.58,50.24,19,idf,312,1969-01-01,1995-12-31
8401501,DEER LAKE A,-57.4,49.22,21,idf,432,1966-01-01,2002-12-31
8401705,GANDER AIRPORT CS,-54.57,48.95,151,idf,864,1939-01-01,2021-12-31
8403401,ST ANTHONY,-55.6,51.37,11,idf,276,1971-01-01,1995-12-31
8403506,ST JOHN'S A,-52.74,47.62,140,idf,420,1949-01-01,1996-12-31
8403619,ST LAWRENCE,-55.38,46.92,48,idf,480,1969-01-01,2021-12-31
8403820,STEPHENVILLE RCS,-58.57,48.56,58,idf,612,1967-01-01,2021-12-31
8501132,CHURCHILL FALLS A,-64.1,53.55,439,idf,276,1969-01-01,1992-12-31
8501915,HAPPY VALLEY GOOSE BAY,-60.56,53.41,38,idf,648,1961-01-01,2021-12-31
8502799,NAIN,-61.68,56.55,7,idf,264,1993-01-01,2021-12-31
8504175,WABUSH LAKE A,-66.87,52.93,551,idf,300,1974-01-01,2003-12-31
00065,Saint John,-66.063,45.251,0,wl,1068,1960-01-01,2022-12-31
00365,Yarmouth,-66.116667,43.833333,0,wl,576,1967-01-01,2022-12-31
00490,Halifax,-63.583333,44.666667,0,wl,1092,1960-01-01,2012-12-31
00612,North Sydney,-60.25,46.216667,0,wl,624,1970-01-01,2022-12-31
00665,Port aux Basques,-59.133333,47.566667,0,wl,684,1960-01-01,2022-12-31
00835,Argentia,-53.983333,47.3,0,wl,576,1971-01-01,2022-12-31
00905,St John's,-52.716667,47.566667,0,wl,756,1960-01-01,2022-12-31
01700,Charlottetown,-63.116667,46.233333,0,wl,972,1960-01-01,2022-12-31
02000,Lower Escuminac,-64.883333,47.083333,0,wl,540,1973-01-01,2022-12-31
02330,Rivière-au-Renard,-64.3805,48.997,0,wl,588,1969-01-01,2022-12-31
02780,Sept-Îles,-66.376833,50.194833,0,wl,468,1973-01-01,2022-12-31
07120,Victoria Harbour,-123.3707,48.424666,0,wl,780,1960-01-01,2022-12-31
07330,Fulford Harbour,-123.451,48.769,0,wl,468,1960-01-01,1991-12-31
07654,New Westminster,-122.91,49.2,0,wl,600,1970-01-01,2022-12-31
07795,Point Atkinson,-123.253,49.337,0,wl,948,1960-01-01,2022-12-31
08074,Campbell River,-125.247,50.042,0,wl,624,1966-01-01,2022-12-31
08408,Port Hardy,-127.489,50.722,0,wl,684,1965-01-01,2022-12-31
08545,Bamfield,-125.136,48.836,0,wl,624,1971-01-01,2022-12-31
08575,Port Alberni,-124.814,49.233,0,wl,432,1971-01-01,2022-12-31
08615,Tofino,-125.913,49.154,0,wl,984,1960-01-01,2022-12-31
08976,Bella Bella,-128.143,52.163,0,wl,732,1960-01-01,2022-12-31
09354,Prince Rupert,-130.324,54.317,0,wl,1080,1960-01-01,2022-12-31
09850,Queen Charlotte City,-132.072,53.252,0,wl,672,1966-01-01,2022-12-31
